cik,filing_date_8k,items,accession
1004980,2020-06-25,"1.01,3.02,9.01",0000950157-20-000804
1004980,2020-06-24,"1.03,3.03,5.02,5.03,9.01",0000950157-20-000795
1004980,2020-06-23,"1.01,1.02,2.03,8.01,9.01",0001193125-20-176475
1004980,2020-06-19,"8.01,9.01",0001193125-20-174257
1004980,2020-06-12,"8.01,9.01",0000950157-20-000747
1004980,2020-06-11,"7.01,9.01",0000950157-20-000732
1004980,2020-06-10,"1.01,9.01",0000950157-20-000724
1004980,2020-06-09,"1.01,9.01",0000950157-20-000716
1004980,2020-06-08,"1.01,3.02,9.01",0000950157-20-000709
1004980,2020-06-03,"8.01,9.01",0000950157-20-000700
1004980,2020-05-29,"7.01,9.01",0001004980-20-000034
1004980,2020-05-27,"1.01,7.01,9.01",0001193125-20-152833
1004980,2020-05-27,8.01,0000950157-20-000674
1004980,2020-05-15,"7.01,9.01",0001004980-20-000030
1004980,2020-05-12,8.01,0000950157-20-000613
1004980,2020-05-04,"2.02,7.01,9.01",0000950157-20-000567
1004980,2020-05-01,"2.02,5.02,7.01,9.01",0001004980-20-000025
1004980,2020-04-22,"5.02,9.01",0000950157-20-000520
1004980,2020-03-30,"7.01,9.01",0001004980-20-000019
1004980,2020-03-23,"1.01,8.01,9.01",0000950157-20-000421
1004980,2020-03-10,"1.01,7.01,9.01",0000950157-20-000351
1004980,2020-03-06,5.02,0000950157-20-000339
1004980,2020-03-02,"1.01,9.01",0000950157-20-000264
1004980,2020-02-28,"7.01,9.01",0001004980-20-000017
1004980,2020-02-26,"7.01,9.01",0001004980-20-000014
1004980,2020-02-18,"2.02,7.01,9.01",0001004980-20-000008
1004980,2020-02-07,1.01,0000950157-20-000170
1004980,2020-02-04,2.03,0000950157-20-000137
1004980,2020-01-31,"1.01,9.01",0000950157-20-000130
1004980,2020-01-23,"1.01,7.01,9.01",0000950157-20-000092
1004980,2019-12-26,"1.01,9.01",0000950157-19-001505
1004980,2019-12-20,8.01,0000950157-19-001479
1004980,2019-12-20,"7.01,9.01",0001004980-19-000056
1004980,2019-12-19,8.01,0000950157-19-001460
1004980,2019-12-18,8.01,0000950157-19-001439
1004980,2019-12-17,"1.01,7.01,9.01",0000950157-19-001426
1004980,2019-12-16,"1.01,8.01,9.01",0000950157-19-001423
1004980,2019-12-13,"7.01,9.01",0000950157-19-001410
1004980,2019-12-13,5.02,0000950157-19-001406
1004980,2019-12-11,"1.01,9.01",0000950157-19-001398
1004980,2019-12-09,"1.01,7.01,8.01,9.01",0000950157-19-001393
1004980,2019-11-27,8.01,0000950157-19-001365
1004980,2019-11-26,"7.01,9.01",0001004980-19-000053
1004980,2019-11-19,1.01,0000950157-19-001344
1004980,2019-11-18,"1.01,9.01",0000950157-19-001333
1004980,2019-11-13,5.02,0000950157-19-001317
1004980,2019-11-08,"7.01,9.01",0001004980-19-000048
1004980,2019-11-07,"2.02,7.01,9.01",0001004980-19-000045
1004980,2019-10-31,1.01,0000950157-19-001232
1004980,2019-10-25,1.01,0000950157-19-001218
1004980,2019-10-15,"5.02,5.03,9.01",0000950157-19-001191
1004980,2019-10-15,"1.01,9.01",0000950157-19-001187
1004980,2019-10-04,8.01,0000950157-19-001156
1004980,2019-10-02,5.02,0000950157-19-001133
1004980,2019-10-01,"1.01,9.01",0000950157-19-001119
1004980,2019-09-30,"7.01,9.01",0001004980-19-000040
1004980,2019-09-26,"1.01,8.01,9.01",0000950157-19-001082
1004980,2019-09-17,8.01,0000950157-19-001044
1004980,2019-09-13,"1.01,7.01,9.01",0000950157-19-001027
1004980,2019-09-12,5.02,0000950157-19-001013
1004980,2019-09-10,"1.01,7.01,9.01",0000950157-19-000984
1004980,2019-09-09,5.02,0000950157-19-000972
1004980,2019-08-30,"7.01,9.01",0001004980-19-000033
1004980,2019-08-15,"7.01,9.01",0001004980-19-000031
1004980,2019-08-13,"5.02,7.01,9.01",0000950157-19-000885
1004980,2019-08-09,"2.02,7.01,9.01",0001193125-19-217519
1004980,2019-08-02,8.01,0000950157-19-000804
1004980,2019-07-25,8.01,0000950157-19-000784
1004980,2019-07-02,8.01,0000950157-19-000751
1004980,2019-06-27,"7.01,9.01",0001004980-19-000024
1004980,2019-06-24,"5.03,5.07,9.01",0000950157-19-000742
1004980,2019-06-20,"5.02,8.01",0000950157-19-000733
1004980,2019-06-19,"1.01,7.01,9.01",0000950157-19-000727
1004980,2019-06-04,5.02,0000950157-19-000689
1004980,2019-05-30,"7.01,9.01",0001004980-19-000017
1004980,2019-05-21,"8.01,9.01",0000950157-19-000613
1004980,2019-05-09,"7.01,8.01,9.01",0001004980-19-000013
1004980,2019-05-02,"2.02,7.01,9.01",0000950157-19-000521
1004980,2019-05-02,"2.02,7.01,9.01",0001193125-19-133942
1004980,2019-04-23,"1.01,5.02,8.01,9.01",0001193125-19-113770
1004980,2019-04-22,8.01,0001140361-19-007440
1004980,2019-04-16,"5.02,5.03,9.01",0000950157-19-000456
1004980,2019-04-15,5.02,0000950157-19-000453
1004980,2019-04-05,"5.02,5.03,9.01",0000950157-19-000433
1004980,2019-04-02,"5.03,8.01",0000950157-19-000421
1004980,2019-04-01,"7.01,9.01",0001004980-19-000006
1004980,2019-03-29,"5.03,8.01",0000950157-19-000382
1004980,2019-03-27,5.02,0000950157-19-000376
1004980,2019-03-25,"5.03,8.01",0000950157-19-000372
1004980,2019-03-19,"5.03,8.01",0000950157-19-000295
1004980,2019-03-12,"5.03,8.01",0000950157-19-000264
1004980,2019-03-08,"5.03,8.01",0000950157-19-000247
1004980,2019-03-01,"5.03,8.01",0000950157-19-000210
1004980,2019-02-28,"2.02,7.01,8.01,9.01",0001193125-19-055751
1004980,2019-02-21,"5.03,8.01",0000950157-19-000167
1004980,2019-02-01,"1.01,2.03,9.01",0000950157-19-000107
1004980,2019-01-29,"1.03,2.04,7.01,8.01,9.01",0001193125-19-019657
1004980,2019-01-25,5.02,0001140361-19-001615
1004980,2019-01-23,"7.01,9.01",0001193125-19-014346
1004980,2019-01-22,1.01,0000950157-19-000075
1004980,2019-01-15,5.02,0000950157-19-000044
1004980,2019-01-14,"1.03,5.02,8.01,9.01",0000950157-19-000032
1004980,2019-01-08,5.02,0000950157-19-000017
1004980,2018-12-13,8.01,0001140361-18-045115
1004980,2018-11-13,"2.03,8.01",0001140361-18-042983
1004980,2018-11-06,"7.01,9.01",0001193125-18-318696
1004980,2018-11-05,"2.02,7.01,9.01",0001193125-18-317853
1004980,2018-10-10,"8.01,9.01",0001140361-18-040342
1004980,2018-10-01,8.01,0001140361-18-039750
1004980,2018-08-22,"5.02,5.03,9.01",0001140361-18-036787
1004980,2018-08-06,"1.01,2.03,9.01",0001193125-18-239786
1004980,2018-07-27,"7.01,9.01",0001193125-18-229581
1004980,2018-07-26,"2.02,7.01,9.01",0001193125-18-226854
1004980,2018-07-13,"5.02,9.01",0001140361-18-032315
1004980,2018-07-02,"5.02,9.01",0001140361-18-030898
1004980,2018-06-21,8.01,0001193125-18-198514
1004980,2018-06-11,"7.01,8.01,9.01",0001193125-18-188689
1004980,2018-06-04,"8.01,9.01",0001140361-18-027190
1004980,2018-05-29,"8.01,9.01",0001193125-18-175903
1004980,2018-05-23,5.07,0001140361-18-025327
1004980,2018-05-17,7.01,0001140361-18-024461
1004980,2018-05-15,8.01,0000950157-18-000535
1004980,2018-05-08,"7.01,9.01",0001193125-18-154942
1004980,2018-05-03,"2.02,7.01,9.01",0001193125-18-149659
1004980,2018-04-16,"1.01,2.03,8.01,9.01",0000930413-18-001293
1004980,2018-04-02,8.01,0001140361-18-016308
1004980,2018-03-26,5.02,0001140361-18-014974
1004980,2018-02-26,5.02,0001140361-18-010173
1004980,2018-02-23,"1.01,2.03,9.01",0000930413-18-000576
1004980,2018-02-09,"2.02,7.01,9.01",0001193125-18-037140
1004980,2018-01-19,8.01,0000950157-18-000136
1004980,2018-01-11,8.01,0001140361-18-001720
1004980,2017-12-20,"8.01,9.01",0001193125-17-375028
1004980,2017-12-11,5.02,0001140361-17-045555
1004980,2017-12-04,"5.02,9.01",0001140361-17-044855
1004980,2017-11-29,"1.01,2.03,9.01",0001193125-17-355765
1004980,2017-11-27,8.01,0001193125-17-352580
1004980,2017-11-27,"8.01,9.01",0001193125-17-351735
1004980,2017-11-17,8.01,0001140361-17-043172
1004980,2017-11-03,"7.01,9.01",0001193125-17-332826
1004980,2017-11-02,"2.02,7.01,9.01",0001193125-17-330329
1004980,2017-10-13,8.01,0001140361-17-038612
1004980,2017-07-28,"7.01,9.01",0001193125-17-239475
1004980,2017-07-27,"2.02,7.01,9.01",0001193125-17-237505
1004980,2017-07-14,8.01,0001140361-17-027850
1004980,2017-06-15,"5.02,9.01",0001140361-17-025060
1004980,2017-05-31,"5.07,8.01,9.01",0001140361-17-023109
1004980,2017-05-12,8.01,0001140361-17-019885
1004980,2017-05-11,8.01,0001140361-17-019480
1004980,2017-05-03,"7.01,9.01",0001193125-17-156237
1004980,2017-05-02,"2.02,7.01,9.01",0001193125-17-153004
1004980,2017-03-28,8.01,0001140361-17-013560
1004980,2017-03-17,"7.01,9.01",0001193125-17-087150
1004980,2017-03-15,8.01,0001140361-17-012052
1004980,2017-03-10,"8.01,9.01",0001193125-17-077796
1004980,2017-03-02,8.01,0001140361-17-010134
1004980,2017-02-24,"1.01,2.03,9.01",0001193125-17-056374
1004980,2017-02-24,"7.01,9.01",0001193125-17-054842
1004980,2017-02-17,"8.01,9.01",0001193125-17-048107
1004980,2017-02-17,5.02,0001140361-17-008148
1004980,2017-02-16,"2.02,7.01,9.01",0001193125-17-045959
1004980,2017-02-07,8.01,0001140361-17-004895
1004980,2017-01-26,8.01,0001140361-17-003046
1004980,2017-01-11,"5.02,7.01",0001140361-17-001495
1004980,2017-01-10,7.01,0001140361-17-001373
1004980,2016-12-21,"5.03,8.01,9.01",0001140361-16-090488
1004980,2016-12-05,7.01,0001140361-16-088729
1004980,2016-12-02,"7.01,8.01",0001140361-16-088531
1004980,2016-12-01,"8.01,9.01",0001193125-16-781783
1004980,2016-11-22,8.01,0001140361-16-087476
1004980,2016-11-18,8.01,0001140361-16-087283
1004980,2016-11-14,"5.02,7.01,9.01",0001140361-16-086567
1004980,2016-11-04,"2.02,7.01,9.01",0001004980-16-000095
1004980,2016-11-04,"2.02,7.01,9.01",0001140361-16-084821
1004980,2016-11-02,"7.01,9.01",0001140361-16-084584
1004980,2016-09-21,"5.02,5.03,7.01,9.01",0001140361-16-080385
1004980,2016-09-13,7.01,0001140361-16-079612
1004980,2016-09-02,"7.01,8.01",0001140361-16-078582
1004980,2016-08-31,"7.01,8.01,9.01",0001140361-16-078264
1004980,2016-08-19,8.01,0001140361-16-077308
1004980,2016-08-19,"3.02,8.01,9.01",0001193125-16-685757
1004980,2016-08-10,"8.01,9.01",0001140361-16-075539
1004980,2016-08-08,7.01,0001140361-16-075118
1004980,2016-08-04,8.01,0001140361-16-074751
1004980,2016-08-03,8.01,0001140361-16-074497
1004980,2016-08-02,8.01,0001140361-16-074443
1004980,2016-08-01,8.01,0001140361-16-074115
1004980,2016-07-28,"2.02,7.01,9.01",0001140361-16-073622
1004980,2016-07-06,8.01,0001140361-16-071842
1004980,2016-06-27,8.01,0001140361-16-070819
1004980,2016-06-21,8.01,0001140361-16-070371
1004980,2016-06-02,8.01,0001140361-16-068191
1004980,2016-05-31,7.01,0001140361-16-067747
1004980,2016-05-25,5.07,0001140361-16-067082
1004980,2016-05-24,"5.02,9.01",0001140361-16-066769
1004980,2016-05-23,8.01,0001140361-16-066588
1004980,2016-05-09,8.01,0001140361-16-063970
1004980,2016-05-06,7.01,0001140361-16-063940
1004980,2016-05-04,"2.02,7.01,9.01",0001140361-16-063169
1004980,2016-05-02,"8.01,9.01",0001140361-16-062673
1004980,2016-04-12,8.01,0001140361-16-060934
1004980,2016-03-22,8.01,0001140361-16-058736
1004980,2016-03-04,"1.01,2.03,9.01",0001193125-16-492242
1004980,2016-03-01,"8.01,9.01",0001193125-16-487112
1004980,2016-02-29,"7.01,8.01",0001140361-16-055406
1004980,2016-02-23,8.01,0001140361-16-054460
1004980,2016-02-19,"5.02,5.03,9.01",0001140361-16-054058
1004980,2016-02-18,"2.02,7.01,9.01",0001140361-16-053830
1004980,2016-01-19,7.01,0001140361-16-047953
1004980,2016-01-07,7.01,0001140361-16-047091
1004980,2015-12-17,5.02,0001140361-15-044878
1004980,2015-12-17,5.02,0001140361-15-044875
1004980,2015-12-09,8.01,0001140361-15-044035
1004980,2015-12-01,8.01,0001140361-15-043190
1004980,2015-11-25,8.01,0001140361-15-042805
1004980,2015-11-06,"5.02,9.01",0001140361-15-039960
1004980,2015-11-05,8.01,0001140361-15-039829
1004980,2015-11-05,"8.01,9.01",0001193125-15-367374
1004980,2015-10-28,"2.02,7.01,9.01",0001140361-15-038724
1004980,2015-10-21,"5.02,9.01",0001140361-15-038135
1004980,2015-09-29,7.01,0001140361-15-036031
1004980,2015-09-18,"5.02,8.01",0001140361-15-035413
1004980,2015-09-08,"7.01,9.01",0001140361-15-034508
1004980,2015-09-02,8.01,0001140361-15-034109
1004980,2015-08-19,7.01,0001140361-15-032765
1004980,2015-08-11,7.01,0001140361-15-030849
1004980,2015-08-10,"3.02,8.01,9.01",0001193125-15-284204
1004980,2015-07-29,"2.02,7.01,9.01",0001140361-15-028916
1004980,2015-07-14,"5.02,5.03,9.01",0001140361-15-027443
1004980,2015-06-12,8.01,0001140361-15-024118
1004980,2015-06-12,"8.01,9.01",0001193125-15-221296
1004980,2015-05-26,"5.02,9.01",0001140361-15-021675
1004980,2015-05-22,8.01,0001004980-15-000041
1004980,2015-05-18,7.01,0001140361-15-020491
1004980,2015-05-11,7.01,0001140361-15-018572
1004980,2015-05-06,"5.07,7.01",0001004980-15-000040
1004980,2015-04-29,"2.02,7.01,9.01",0001004980-15-000035
1004980,2015-04-10,8.01,0001004980-15-000026
1004980,2015-03-16,8.01,0001140361-15-011806
1004980,2015-03-04,7.01,0001004980-15-000022
1004980,2015-02-27,"8.01,9.01",0001193125-15-066178
1004980,2015-02-23,"5.02,9.01",0001004980-15-000018
1004980,2015-02-23,"7.01,9.01",0001140361-15-008265
1004980,2015-02-10,"2.02,7.01,9.01",0001004980-15-000005
1004980,2015-01-07,"7.01,8.01",0001004980-15-000002
1004980,2014-12-22,8.01,0001004980-14-000107
1004980,2014-11-25,8.01,0001004980-14-000102
1004980,2014-11-21,8.01,0001004980-14-000100
1004980,2014-11-14,8.01,0001004980-14-000098
1004980,2014-11-10,7.01,0001004980-14-000095
1004980,2014-11-06,"8.01,9.01",0001193125-14-399956
1004980,2014-10-28,"2.02,7.01,9.01",0001004980-14-000089
1004980,2014-10-20,8.01,0001004980-14-000085
1004980,2014-10-06,8.01,0001004980-14-000083
1004980,2014-10-03,8.01,0001004980-14-000082
1004980,2014-09-26,8.01,0001004980-14-000080
1004980,2014-09-15,"8.01,9.01",0001004980-14-000077
1004980,2014-09-03,8.01,0001004980-14-000074
1004980,2014-08-18,"8.01,9.01",0001193125-14-312658
1004980,2014-08-15,8.01,0001004980-14-000073
1004980,2014-08-01,8.01,0001004980-14-000071
1004980,2014-07-31,"2.02,7.01,9.01",0001004980-14-000067
1004980,2014-06-20,"7.01,8.01",0001004980-14-000059
1004980,2014-06-03,"3.02,8.01",0001004980-14-000057
1004980,2014-05-12,"5.02,5.07",0001004980-14-000052
1004980,2014-05-12,"8.01,9.01",0001193125-14-193763
1004980,2014-05-01,"2.02,7.01,9.01",0001004980-14-000041
1004980,2014-04-02,8.01,0001004980-14-000032
1004980,2014-03-27,8.01,0001004980-14-000029
1004980,2014-02-27,"8.01,9.01",0001193125-14-071280
1004980,2014-02-24,"5.02,5.03,9.01",0001140361-14-009152
1004980,2014-02-21,"8.01,9.01",0001193125-14-061768
1004980,2014-02-12,"8.01,9.01",0001193125-14-048353
1004980,2014-02-11,"2.02,7.01,9.01",0001004980-14-000020
1004980,2014-01-02,3.02,0001004980-14-000005
1004980,2013-12-19,8.01,0000075488-13-000005
1004980,2013-11-12,"8.01,9.01",0001193125-13-437289
1004980,2013-11-08,7.01,0001004980-13-000088
1004980,2013-11-07,8.01,0001004980-13-000085
1004980,2013-10-30,"2.02,7.01,9.01",0001004980-13-000080
1004980,2013-09-24,"7.01,9.01",0001004980-13-000064
1004980,2013-09-09,8.01,0001140361-13-035441
1004980,2013-08-23,8.01,0001004980-13-000062
1004980,2013-08-02,8.01,0001004980-13-000060
1004980,2013-07-31,"2.02,7.01,9.01",0001004980-13-000054
1004980,2013-07-17,8.01,0001004980-13-000038
1004980,2013-06-20,"5.02,5.03,9.01",0001004980-13-000034
1004980,2013-06-14,"8.01,9.01",0001193125-13-258873
1004980,2013-05-28,"8.01,9.01",0001193125-13-237117
1004980,2013-05-08,"5.07,8.01",0001004980-13-000029
1004980,2013-05-06,8.01,0001004980-13-000027
1004980,2013-05-03,"8.01,9.01",0001193125-13-196853
1004980,2013-05-02,"2.02,7.01,9.01",0001004980-13-000023
1004980,2013-04-12,8.01,0001004980-13-000018
1004980,2013-04-04,"1.01,2.03",0001193125-13-141778
1004980,2013-03-04,"3.02,8.01,9.01",0001193125-13-088975
1004980,2013-02-21,"2.02,7.01,9.01",0001004980-13-000007
1004980,2013-01-31,8.01,0001004980-13-000001
1004980,2012-12-21,"5.02,8.01",0001140361-12-052395
1004980,2012-12-13,"7.01,9.01",0001004980-12-000069
1004980,2012-11-20,8.01,0001140361-12-048190
1004980,2012-11-15,8.01,0001004980-12-000067
1004980,2012-11-13,"7.01,9.01",0001004980-12-000066
1004980,2012-10-29,"2.02,7.01,9.01",0001004980-12-000057
1004980,2012-10-16,8.01,0001004980-12-000054
1004980,2012-10-15,8.01,0001004980-12-000053
1004980,2012-10-15,8.01,0001004980-12-000052
1004980,2012-09-28,8.01,0001004980-12-000050
1004980,2012-09-26,8.01,0001004980-12-000049
1004980,2012-08-16,"8.01,9.01",0001193125-12-358362
1004980,2012-08-09,8.01,0001004980-12-000048
1004980,2012-08-07,"2.02,7.01,9.01",0001004980-12-000046
1004980,2012-07-02,8.01,0001004980-12-000043
1004980,2012-06-21,"5.02,5.03,9.01",0001004980-12-000037
1004980,2012-05-30,"7.01,9.01",0001004980-12-000027
1004980,2012-05-29,8.01,0001140361-12-027523
1004980,2012-05-15,5.07,0001004980-12-000024
1004980,2012-05-02,"2.02,7.01,9.01",0001004980-12-000022
1004980,2012-04-23,8.01,0001140361-12-021079
1004980,2012-04-04,3.02,0001004980-12-000018
1004980,2012-03-20,"8.01,9.01",0001193125-12-122774
1004980,2012-03-13,8.01,0001004980-12-000016
1004980,2012-03-12,8.01,0001004980-12-000014
1004980,2012-02-29,"7.01,9.01",0001004980-12-000012
1004980,2012-02-21,"5.02,5.03,9.01",0001004980-12-000010
1004980,2012-02-16,"2.02,7.01,9.01",0001004980-12-000008
1004980,2012-02-02,8.01,0001004980-12-000004
1004980,2012-01-19,8.01,0001004980-12-000003
1004980,2012-01-13,8.01,0001004980-12-000002
1004980,2011-12-27,5.02,0001004980-11-000090
1004980,2011-12-01,"8.01,9.01",0001193125-11-326784
1004980,2011-11-29,"8.01,9.01",0001193125-11-323625
1004980,2011-11-22,"8.01,9.01",0001193125-11-319331
1004980,2011-11-14,8.01,0001004980-11-000089
1004980,2011-11-03,"2.02,7.01,9.01",0001004980-11-000088
1004980,2011-10-18,8.01,0001004980-11-000079
1004980,2011-09-30,8.01,0001004980-11-000078
1004980,2011-09-29,5.02,0001004980-11-000076
1004980,2011-09-22,5.02,0001004980-11-000073
1004980,2011-09-12,"8.01,9.01",0001193125-11-245113
1004980,2011-09-07,"7.01,9.01",0001004980-11-000071
1004980,2011-08-31,8.01,0001004980-11-000069
1004980,2011-08-26,8.01,0001140361-11-043795
1004980,2011-08-09,"5.02,5.03,9.01",0001004980-11-000068
1004980,2011-08-04,"2.02,7.01,9.01",0001004980-11-000059
1004980,2011-07-01,8.01,0001140361-11-035220
1004980,2011-06-21,8.01,0001004980-11-000048
1004980,2011-06-13,8.01,0001004980-11-000046
1004980,2011-06-03,"1.01,1.02,2.03",0000950123-11-056340
1004980,2011-05-16,"7.01,9.01",0001004980-11-000044
1004980,2011-05-13,"8.01,9.01",0000950123-11-049762
1004980,2011-05-13,5.07,0001004980-11-000041
1004980,2011-05-10,"8.01,9.01",0000950123-11-047711
1004980,2011-05-05,8.01,0001004980-11-000039
1004980,2011-05-04,"2.02,7.01,9.01",0001004980-11-000036
1004980,2011-04-21,"5.02,5.03,9.01",0001004980-11-000031
1004980,2011-04-15,8.01,0001004980-11-000029
1004980,2011-04-06,5.02,0001004980-11-000025
1004980,2011-03-25,8.01,0001004980-11-000020
1004980,2011-03-21,8.01,0001004980-11-000018
1004980,2011-03-10,"7.01,9.01",0001004980-11-000016
1004980,2011-03-02,7.01,0001004980-11-000013
1004980,2011-02-25,8.01,0001004980-11-000010
1004980,2011-02-23,8.01,0001004980-11-000008
1004980,2011-02-17,"2.02,7.01,9.01",0001004980-11-000006
1004980,2011-01-20,8.01,0001004980-11-000002
1004980,2010-12-20,"5.02,8.01",0001004980-10-000096
1004980,2010-11-30,"7.01,9.01",0001140361-10-047373
1004980,2010-11-22,8.01,0001004980-10-000091
1004980,2010-11-18,"8.01,9.01",0000950123-10-106910
1004980,2010-11-04,"8.01,9.01",0000950123-10-100760
1004980,2010-11-04,"2.02,7.01,9.01",0001188499-10-000007
1004980,2010-10-15,8.01,0001004980-10-000087
1004980,2010-10-12,"8.01,9.01",0000950123-10-092603
1004980,2010-09-30,8.01,0001004980-10-000085
1004980,2010-09-28,"7.01,9.01",0001004980-10-000083
1004980,2010-09-24,8.01,0001004980-10-000081
1004980,2010-09-15,"8.01,9.01",0000950123-10-086247
1004980,2010-09-13,"8.01,9.01",0001004980-10-000074
1004980,2010-09-10,"8.01,9.01",0001004980-10-000071
1004980,2010-08-23,8.01,0001140361-10-034623
1004980,2010-08-12,"7.01,9.01",0001004980-10-000068
1004980,2010-08-04,"2.02,7.01,9.01",0001004980-10-000066
1004980,2010-06-24,8.01,0001004980-10-000061
1004980,2010-06-11,"1.01,2.03,8.01",0001004980-10-000056
1004980,2010-05-26,8.01,0001004980-10-000054
1004980,2010-05-17,"5.07,7.01,9.01",0001004980-10-000052
1004980,2010-05-07,"2.02,7.01,9.01",0001004980-10-000038
1004980,2010-04-22,8.01,0001004980-10-000031
1004980,2010-04-01,"8.01,9.01",0000950123-10-031219
1004980,2010-03-11,"7.01,9.01",0001004980-10-000023
1004980,2010-03-03,8.01,0001004980-10-000021
1004980,2010-03-01,"7.01,9.01",0001004980-10-000019
1004980,2010-02-25,5.02,0001004980-10-000017
1004980,2010-02-19,"2.02,7.01,9.01",0001004980-10-000009
1004980,2009-12-22,8.01,0001004980-09-000117
1004980,2009-12-17,"5.02,8.01",0001004980-09-000113
1004980,2009-11-18,8.01,0001004980-09-000109
1004980,2009-11-18,"8.01,9.01",0000950123-09-063785
1004980,2009-11-02,"7.01,9.01",0001004980-09-000106
1004980,2009-10-29,"2.02,7.01,9.01",0001004980-09-000097
1004980,2009-10-15,8.01,0001004980-09-000078
1004980,2009-09-22,"5.02,5.03,7.01,8.01,9.01",0001004980-09-000073
1004980,2009-09-09,"7.01,9.01",0001004980-09-000069
1004980,2009-08-14,8.01,0001004980-09-000059
1004980,2009-08-05,"2.02,7.01,9.01",0001004980-09-000050
1004980,2009-07-20,8.01,0001004980-09-000044
1004980,2009-07-02,"5.02,9.01",0001004980-09-000042
1004980,2009-06-24,"7.01,9.01",0001004980-09-000034
1004980,2009-06-11,"8.01,9.01",0000950123-09-013167
1004980,2009-05-27,"7.01,9.01",0000075488-09-000030
1004980,2009-05-19,"7.01,9.01",0001004980-09-000026
1004980,2009-05-15,8.01,0001004980-09-000024
1004980,2009-05-06,"2.02,7.01,9.01",0001004980-09-000022
1004980,2009-04-29,8.01,0001004980-09-000019
1004980,2009-04-16,8.01,0000075488-09-000019
1004980,2009-04-16,5.02,0000075488-09-000017
1004980,2009-04-16,5.02,0000075488-09-000015
1004980,2009-04-09,"8.01,9.01",0000075488-09-000012
1004980,2009-03-17,"7.01,9.01",0001004980-09-000015
1004980,2009-03-13,"3.02,8.01",0000075488-09-000004
1004980,2009-03-12,"8.01,9.01",0000950134-09-005131
1004980,2009-03-09,"8.01,9.01",0000950134-09-004812
1004980,2009-03-06,"8.01,9.01",0000950134-09-004667
1004980,2009-03-05,"7.01,9.01",0001004980-09-000013
1004980,2009-02-26,"7.01,9.01",0001004980-09-000011
1004980,2009-02-24,"2.02,7.01,9.01",0001004980-09-000005
1004980,2009-02-06,8.01,0001004980-09-000001
1004980,2008-12-31,"5.02,5.03,9.01",0001004980-08-000220
1004980,2008-12-19,"5.02,5.03,8.01,9.01",0001140361-08-028307
1004980,2008-11-18,"8.01,9.01",0000950134-08-020807
1004980,2008-11-10,"7.01,9.01",0001004980-08-000215
1004980,2008-11-06,"2.02,7.01,9.01",0001004980-08-000213
1004980,2008-10-31,8.01,0001004980-08-000211
1004980,2008-10-22,"8.01,9.01",0000950134-08-018294
1004980,2008-10-21,"8.01,9.01",0000950134-08-018206
1004980,2008-09-23,8.01,0001140361-08-021733
1004980,2008-09-23,"7.01,9.01",0001004980-08-000204
1004980,2008-09-05,5.02,0001140361-08-020864
1004980,2008-09-02,"7.01,9.01",0001004980-08-000198
1004980,2008-08-06,"2.02,7.01,9.01",0001004980-08-000183
1004980,2008-07-30,"7.01,9.01",0001004980-08-000178
1004980,2008-07-22,8.01,0001004980-08-000176
1004980,2008-07-10,"7.01,9.01",0001004980-08-000167
1004980,2008-07-08,"5.02,9.01",0001140361-08-016666
1004980,2008-06-20,"6.04,9.01",0001004980-08-000162
1004980,2008-06-05,"7.01,9.01",0001004980-08-000152
1004980,2008-05-29,8.01,0001004980-08-000146
1004980,2008-05-28,"7.01,9.01",0001004980-08-000145
1004980,2008-05-22,"7.01,9.01",0001004980-08-000143
1004980,2008-05-19,"5.02,8.01",0001004980-08-000139
1004980,2008-05-15,8.01,0001004980-08-000130
1004980,2008-05-06,"2.02,7.01,9.01",0001004980-08-000120
1004980,2008-04-30,8.01,0001004980-08-000116
1004980,2008-04-22,5.02,0001004980-08-000114
1004980,2008-04-01,"7.01,9.01",0001004980-08-000097
1004980,2008-03-18,"5.02,5.03,9.01",0001004980-08-000096
1004980,2008-03-07,5.02,0001004980-08-000094
1004980,2008-03-03,"5.02,8.01,9.01",0000950134-08-003931
1004980,2008-02-22,"2.02,7.01,9.01",0001004980-08-000052
1004980,2008-01-17,5.02,0001004980-08-000037
1004980,2008-01-07,"5.02,7.01,9.01",0001004980-08-000033
1004980,2007-12-28,8.01,0001004980-07-000247
1004980,2007-12-21,"5.02,5.03,7.01,8.01,9.01",0001140361-07-024979
1004980,2007-12-12,8.01,0001004980-07-000238
1004980,2007-12-04,"8.01,9.01",0000950134-07-024890
1004980,2007-11-15,8.01,0001140361-07-022096
1004980,2007-11-07,8.01,0001004980-07-000227
1004980,2007-11-05,"7.01,9.01",0001004980-07-000222
1004980,2007-11-01,"2.02,7.01,9.01",0001004980-07-000220
1004980,2007-10-19,5.02,0001004980-07-000214
1004980,2007-10-09,"7.01,9.01",0001140361-07-019357
1004980,2007-09-26,"7.01,9.01",0001004980-07-000192
1004980,2007-09-24,"5.02,5.03,8.01,9.01",0001004980-07-000190
1004980,2007-09-05,"7.01,9.01",0001004980-07-000179
1004980,2007-08-07,"2.02,7.01,9.01",0001004980-07-000170
1004980,2007-07-09,"5.02,9.01",0001004980-07-000148
1004980,2007-06-26,"7.01,9.01",0001004980-07-000142
1004980,2007-06-21,"5.02,5.03,9.01",0001004980-07-000139
1004980,2007-06-07,"7.01,9.01",0001004980-07-000130
